國語,#genre#
港產喜劇小品 鄭則仕 藍潔瑛主演 ｜妙探對講機 (國語) Sergeant Talkie｜鄭則仕｜藍潔瑛｜駱應鈞｜陳國邦｜李顯明｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=-NNbX0RbBns
洪金寶監製 葉德嫻女力完美詮釋現代職業女性 ｜再見媽咪 (國語) Goodbye Mammie｜葉德嫻｜任達華｜黃宇文｜樊少皇｜洪天祥｜ENG／繁／簡CC字幕｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=LEnlhHhCtlQ
低成本拍出賣座神片 經典港產犯罪｜線人 (國語) Brother Handcuff me｜錢小豪｜羅樂林｜陶大宇｜戴志偉｜李婉華｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=dxnAbR4JsoI
羅卓瑤細膩呈現90年代港青群像 喧鬧城市中尋找自我與真愛｜Yes一族 (國語) Fruit Punch｜黎明｜李克勤｜草蜢｜周慧敏｜ENG／繁／簡CC字幕｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=NTZHs-OTDsE
胡越山 邱淑貞 殭屍港產片｜靈幻天師 (國語) The Last Vampire｜胡越山｜邱淑貞｜關秀媚｜劉丹｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=GXydTniZVfQ
劉嘉玲巔峰演技之作 80 年代末都市女性最真實的情慾告白｜說謊的女人 (國語) I Am Sorry｜夏文汐｜周美鳳｜吳啟華｜曾江｜ENG／繁／簡CC字幕｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=0aH4dA2NU30
黎姿X尹揚明 淒美愛情港產電影｜夢斷江湖 (國語) Once A Killer｜黎姿｜尹揚明｜劉江｜關禮傑｜林尚武｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=3QnGdg04GDk
鍾楚紅X杜德偉X葉童 三角愛情 酷兒元素 ｜愛情謎語 (國語) Chaos By Design｜鍾楚紅｜杜德偉｜葉童｜李琳琳｜ENG／繁／簡CC字幕｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=F7vFsnDvmlU
杜琪峯導演 吳孟達超狂演技 港版監獄風雲｜鐵窗雄淚 (國語) Behind Bars｜林利｜吳孟達｜吳詠紅｜關海山｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=x_WaslnysUQ
媽媽生與新手舞女的火辣對決！葉德嫻 林建明上演歡場生存戰｜歡場 (國語) Seven Angels｜莊文清｜盧海鵬｜吳孟達｜ENG／繁／簡CC字幕｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=K30_NjjOHWA
李子雄X鄧萃雯 亂世之下的禁忌愛情 情義與槍火交織｜天涯路客 (國語) Out Of Bravery｜李子雄｜鄧萃雯｜黃秋生｜駱應鈞｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=RY5ZXof9H8s
梁普智導演 吳耀漢主演寫實喜劇｜龍咁威 (國語) Super Fool｜吳耀漢｜羅志強｜張天愛｜陳欣健｜ENG／繁／簡CC字幕｜8號電影院 HK Movie｜香港電影01,https://www.youtube.com/watch?v=6fOYowxFpXo
都市風暴 (國語) Man on The Verge of A Nervous Breakdown｜黃日華｜黎美嫻｜夏韶聲｜馬德鐘｜羅蘭｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=icQ6nwEsguU
曾志偉X溫碧霞 禁忌激情之作｜安樂戰場 (國語) Fatal Vacation｜曾志偉｜溫碧霞｜鄧碧雲｜南燕｜國語配音｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=uZ6bNmcgnZ8
劉青雲力戰犯罪 邵美琪勇闖司法迷霧 正義與黑暗交鋒｜律政皇庭 (國語) Edge of Justice｜劉青雲｜邵美琪｜郭晉安｜吳詠紅｜劉江｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=FBDWj4IMk8c
利智擦玻璃名場面 都市愛情電影｜我愛唐人街 (國語) What A Small World｜方中信｜吳啟華｜呂良偉｜關之琳｜ENG／繁／簡CC字幕｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=R8R-ETvXigk
洪金寶監製科幻喜劇 男人都可以生BB？｜兩公婆八條心 (國語) Strange Bedfellow｜曾志偉｜陳友｜張堅庭｜葉童｜ENG／繁／簡CC字幕｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=VBnZ5YLairo
從夜總會到馬場的浮華幻夢 看盡都市女性在金錢權力場墮落與覺醒｜午夜麗人 (國語) Midnight Girls｜吳鎮宇｜陳家齊｜吳文玲｜ENG／繁／簡CC字幕｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=07LG4GuBpNM
吳君如 陳友 聯手演出愛情喜劇｜夜夜伴肥嬌 (國語) Changing Partner｜吳君如｜陳友｜張堅庭｜吳家麗｜ENG／繁／簡CC字幕｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=CCyfEbQobks
社會寫實系列 女性苦難悲劇電影｜盡訴心中情 (國語) Midnight Whispers｜李賽鳳｜顧美華｜白韻琴｜國語配音｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=9jaGG4B85LY
斯文才子變成索命惡鬼 90年代最荒誕靈異愛情喜劇｜衰鬼撬牆腳 (國語) Till Death Shall We Start｜陳友｜吳耀漢｜ENG／繁簡CC字幕｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=C6kaOIovpDY
搗蛋鬼小彬彬意外偷走黑幫花名冊 引發洪金寶與黃百鳴大顯身手｜老豆唔怕多 (國語) Daddy, Father, Papa｜廖偉雄｜毛舜筠｜ENG／繁簡CC字幕｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=oTMaRUZ8S18
俠義與愛恨情仇 古裝懸疑｜劍客與靈童 (國語) Swordman The Golden Child｜劉家輝｜李美鳳｜董瑋｜劉江｜吳婉芳｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=9yu2NQFuJAA
陳友×邱淑貞聯手戳破黑社會騙局 80年代末最歡樂的都市傳奇｜發達先生 (國語) Mr Fortune｜陳友｜邱淑貞｜盧敏儀｜喬宏｜ENG／繁／簡CC字幕｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=qupjQC9YIeA
林偉超巔峰演出 觀眾口碑好評動作劇情港產電影｜暴劫紅唇 (國語) Night Stalke｜鄭浩南｜洪欣｜林偉｜陳梅馨｜楊得時｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=KjmQx-ALzIU
梁朝偉玩命對決電鋸黑幫 港產片最熱血的死亡飛車較量｜開心快活人 (國語) Happy Go Lucky｜惠英紅｜梁朝偉｜夏韶聲｜藍潔瑛｜ENG／繁／簡CC字幕｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=VlhXivB8dO0
何啟南主演 感化官點燃希望 挑戰社會偏見｜操行零分 (國語) Conduct Zero｜何啟南｜劉芊蒂｜林廷康｜鄧展鵬｜梁少熊｜ENG／繁／簡CC字幕｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=icLH_SXiwu8
黎姿主演 少女到娼妓 愛與仇恨的漩渦 誰能逃脫命運的枷鎖｜暴風姊妹情 (國語) Fallen Angels｜黎姿｜陳加玲｜黎耀祥｜劉玉翠｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=_3RpnE87tU0
錢嘉樂主演 少林功夫結合警匪動作 血脈相連兄弟情｜功夫特警 (國語) Kung Fu Cop｜錢嘉樂｜樊少皇｜譚耀文｜海俊傑｜朱鐵和｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=jxtAvSZgSkA
國際刑警與香港警察跨越生死考驗｜刑警本色 (國語) The Last Conflict｜周星馳｜甄子丹｜吳鎮宇｜劉江｜陳松伶｜黎耀祥｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=KpcNfVZvLO0
利智、劉嘉玲姊妹闖情關，當好姊妹同時愛上同一個男人，她們該選擇成全還是競爭？｜四千金 (國語) Four Loves｜王小鳳｜郭錦恩｜ENG／繁／簡CC字幕｜8號電影院HK Movie｜香港電影01,https://www.youtube.com/watch?v=OuQktceoYZY
廢柴張堅庭玩火自焚 博女神張曼玉一笑險成連環殺手祭品｜求愛夜驚魂 (國語) In Between Loves｜鄭丹瑞｜吳啟華｜吳君如｜ENG／繁／簡CC字幕｜8號電影院 HK Movie｜香港電影01,https://www.youtube.com/watch?v=dXHR-RS1_ZA
香港街頭燃燒 黑幫爭鬥生死逃亡 鄭浩南 黃日華決戰即將展開｜天堂血路 (國語) It's No Heaven｜鄭浩南｜黃日華｜吳家麗｜廖啟智｜梁思浩｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=WmdMwjyU-es
林正英×惠英紅×陳玉蓮巔峰同台 一代女伶如何在亂世中團結一心｜舞台姊妹 (國語) Stage Door Johnny｜ENG／繁／簡CC字幕｜8號電影院 HK Movie｜香港電影01,https://www.youtube.com/watch?v=FYf-zeYVp8Y
陰謀醞釀 揭開警察學堂秘密 林保怡主演動作港產電影｜妒火線 (國語) The Deadly Sting｜林保怡｜魏駿傑｜周麗淇｜陳穎妍｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=e8th9FrbkOU
張兆輝 溫碧霞 主演 警探陷桃色殺局 誤當替死鬼｜末路狂奔 (國語) The Fugitives｜張兆輝｜溫碧霞｜黃一飛｜陳寶儀｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=VkOdF_YMxCA
鄭裕玲葉德嫻 邱淑貞 三大影后巔峰鬥嘴 貪婪媽媽桑遇上能噴火的外甥女｜噴火女郎 (國語) She Starts The Fire｜ENG／繁／簡CC字幕｜8號電影院 HK Movie｜香港電影01,https://www.youtube.com/watch?v=_-VHWVAQCOA
黑市珠寶血海仇恨 洪金寶監製 黑暗故事｜奪寶計上計 (國語) From Here To Prosperity｜柯俊雄｜吳耀漢｜姜大衞｜ENG／繁／簡CC字幕｜8號電影院 HK Movie｜香港電影01,https://www.youtube.com/watch?v=RP3Al-x_NnY
翁虹 劉錦玲 刑偵 懸疑驚悚 港產電影｜孽海狂花 (國語) Behind the Beauty｜翁虹｜劉錦玲｜馬浚偉｜陳啟泰｜劉家輝｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=X4nPivrZ3XI
都市療癒愛情經典 職場陷害、男友劈腿 看鄭裕玲如何絕境中逆襲｜單身貴族 (國語) The Nobles｜張學友｜王敏德｜董驃｜馮淬帆｜ENG／繁／簡CC字幕｜8號電影院 HK Movie｜香港電影01,https://www.youtube.com/watch?v=J37WfsdDdfw
關之琳、利智破天荒同台 再造喜劇巔峰 看平凡警探如何玩轉地產黑幕｜神探馬如龍 (國語) Inspector Pink Dragon｜ENG／繁／簡CC字幕｜8號電影院 HK Movie｜香港電影01,https://www.youtube.com/watch?v=gfKHP3xWzG0
鄧萃雯 女女奸情 反轉神劇｜親密殺機 (國語) Double Crossing｜鄧萃雯｜溫兆倫｜陳豪｜黃佩霞｜劉江｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=P0BMNaObTPo
黃秋生極惡演繹 梁朝偉化身科技達人助其申冤 新年前夕的生死爭奪戰｜踢到寶 (國語) Lucky Encounter｜鄭則仕｜鄭柏林｜ENG／繁／簡CC字幕｜8號電影院 HK Movie｜香港電影01｜,https://www.youtube.com/watch?v=lWoXffEvIo4
五兄弟泰國試藥慘變小學生，曾志偉一打四帶「巨嬰」闖關｜返老還童 (國語) Forever Young｜陳百祥｜林俊賢｜呂良偉｜許冠英｜ENG／繁／簡CC字幕｜8號電影院 HK Movie｜香港電影01,https://www.youtube.com/watch?v=NJyKqKeyl88
鄭則仕 主演 的士系列 這次是否能找到真愛？｜的士810 III (國語) Taxi 810 III｜鄭則仕｜陳妙瑛｜郭耀明｜郭德信｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=2oAjSns7qHU
周星馳小眾電影 古裝愛情故事｜陰陽界 (國語) Back To The Beyond｜周星馳｜關海山｜惠天賜｜林穎嫺｜黃德斌｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=I8sgj7WmZ08
當夢中情人變奪命陷阱 一場由金錢引發的瘋狂生死鬥｜錢作怪 (國語) From Riches To Rags｜許冠英｜古國華｜林正英｜ENG／繁／簡CC字幕｜8號電影院 HK Movie｜香港電影01,https://www.youtube.com/watch?v=E_5cOOVraEY
羅美薇清純出道代表作 港產片最熱鬧的烏龍警匪傳奇｜雙龍吐珠 (國語) Pom Pom Strikes Back｜葉德嫻｜岑建勳｜吳耀漢｜ENG／繁簡CC字幕｜8號電影院 HK Movie｜香港電影01,https://www.youtube.com/watch?v=HYAnApFCxcQ
致敬李小龍 Bruce Lee 悟出傳統功夫真正涵義｜雙截棍 (Nun Chucks)｜陳天星｜余楊菲｜趙霞｜國語中字｜8號電影院 HK Movie｜美亞電影｜2012,https://www.youtube.com/watch?v=gTLG5gw8n9M
鄭則仕 主演 的士系列 戇直司機的霧水情緣｜的士810續集 (國語) Taxi 810 II｜鄭則仕｜商天娥｜李綺紅｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=n1J5pxeQlC4
學生vs軍事化管理超瘋狂整蠱大賽 熱血求愛大對決｜鬼馬校園 (國語) Porky's Meatballs｜何啟南｜李麗珍｜陳松齡｜陳山河｜ENG／繁CC字幕｜8號電影院 HK Movie｜香港電影01,https://www.youtube.com/watch?v=RIb-VEgBqMo
鄭則仕 李美鳳 主演 的士系列 戇直司機與美豔乘客的奇妙邂逅｜的士810 (國語) Taxi 810｜鄭則仕｜李美鳳｜楊雪儀｜鄧英敏｜羅莽｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=D8GcDbcWU3E
洪金寶監製 吳耀漢主演 奇幻恐怖喜劇｜表哥到 (國語) My Cousin The Ghost｜鍾鎮濤｜吳耀漢｜黃韻詩｜午馬｜ENG／繁／簡CC字幕｜8號電影院 HKMovie｜香港電影01｜1987,https://www.youtube.com/watch?v=ccIxbZmg6uE
霍建華 景甜 穿越科幻愛情喜劇｜超時空救兵 (Ultra Reinforcement)｜霍建華｜景甜｜郭品超｜張達明｜林子聰｜8號電影院 HK Movie｜國語中字｜美亞電影,https://www.youtube.com/watch?v=3twyxfVq1bw
黃秋生 廖偉雄 警匪臥底港產電影｜越柙飛龍II虎穴潛龍 (國語) The Undercover｜黃秋生｜廖偉雄｜林保怡｜梁藝齡｜駱應鈞｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=Dy4_kdxJ7i0
上海國際電影節亞洲新人獎 探討老中青三代家庭價值觀｜浮生 (Bliss)｜廖忠｜王瀾｜徐韜｜賀興泉｜8號電影院 HK Movie｜國語中字｜四川話｜2005｜歡喜｜晶典香港電影,https://www.youtube.com/watch?v=S94Y5-jHuN8
惠英紅 江欣燕 女打仔動作片｜廉政英雌 (國語) Sharpshooters｜關禮傑｜惠英紅｜江欣燕｜李桂英｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=GHFJ-t-80Vg
吳啟華 港產動作電影｜喋血狂奔 (國語) On the run｜吳啟華｜商天娥｜白彪｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=EJBY7lyuEV4
杜琪峯 Johnnie To 導演｜共闖天涯 (國語) Fatal assignment｜郭晉安｜梁藝齡(梁佩玲)｜梁欽祺｜林家棟｜田青｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=J2amNVSnG9g
方中信 郭可盈 靈異愛情｜冥約 (國語) The Healing Spirit｜方中信｜郭可盈｜謝宛婷｜黎宣｜曹永廉｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=q3epZmOO95U
2025金像獎最佳男主角《劉青雲》 周慧敏 坎坷愛情電影｜八月鬱金香 (國語) Tulips in August｜劉青雲｜周慧敏｜李國麟｜黃澤民｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=59Aib0UIuPc
鄭浩南 胡越山 警匪電影｜黑鳥 (國語) The Black Bird｜鄭浩南｜胡越山｜陳妙瑛｜馬德鍾｜陳啓泰｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=riRQ25iNM1Q
方中信 郭可盈 亡命鴛鴦 愛情港產電影｜末路危情 (國語) A Story of Two Drifters｜方中信｜郭可盈｜李成昌｜何浩源｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=vZkxeo0OZe0
港產驚悚電影 元朗圍村命案｜咫尺疑魂 (國語) Death Trap｜陳松伶｜馬德鐘｜吳美珩｜劉玉翠｜麥長青｜羅蘭｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=hsDChbj9LJc
方中信 陳淑蘭 人鬼戀｜魅影迷情 (國語) Till Death, Us Do Part｜方中信｜陳淑蘭｜崔加寶｜李子奇｜秦煌｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=jeSp7-cThyo
吳啟華 美顏破錶 樊亦敏 舞小姐麻雀變鳳凰｜現代灰姑娘 (國語) When Gordon Met Elaine｜吳啟華｜樊亦敏｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=-vtjoUzDuhw
張兆輝 香港警察電影｜滅罪先鋒 (國語) Deadly Showdown｜張兆輝｜徐濠縈｜張國強｜容錦昌｜鄧一君｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=1raBnySTGGs
吳啟華 羅霖 愛情港產電影｜傾城歲月 (國語) The Wartime Lovers｜吳啟華｜羅霖｜林保怡｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=FogGj7mawCc
馬浚偉 吳毅將 主演警匪電影｜親子大綁架 (國語) cul-de-sac｜馬浚偉｜吳毅將｜吳綺莉｜鄺文珣｜艾威｜劉丹｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=ckQ3SfRhCjE
王喜 張可頤 港產懸疑電影｜天降橫財心驚驚 (國語) The Bird of Prey｜王喜｜張可頤｜張兆輝｜湯盈盈｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=3Yt4CccRq9Y
朱寶意 吳岱融 愛情故事｜隔世緣 (國語) Deja Vu In Budapests｜朱寶意｜吳岱融｜林燕明｜胡楓｜羅蘭｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=DHSWWV2yiFQ
張衞健x錢小豪 動作港產片｜特技雙雄 (國語) The Dare Devils｜張衞健｜錢小豪｜羅慧娟｜鄭雷｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=aY9k6E5l5Vs
譚耀文 張兆輝 神偷雙俠 港產電影｜千影神偷 (國語) Double or Nothing｜譚耀文｜張兆輝｜江欣燕｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=uSCA_0WQllY
古裝武俠 港產電影｜殺手胭脂淚 (國語) The Lady Assassin｜劉錫明｜葉玉萍｜吳啓明｜徐忠信｜李海生｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=9XbYsDlZ4gk
秦沛 大律師 港產電影｜伴我驕陽 (國語) Life in the Balance｜秦沛｜陳慧珊｜馬德鍾｜黃德斌｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=X1P_fi_WphI
王書麒 陳惠敏 共同主演黑幫血淚故事｜英雄淚 (國語) Blood Brothers｜陳惠敏｜王書麒｜劉玉翠｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=FGvrf4sqwWw
TVB經典港產電視電影｜飛越校園 (國語) Class of Disobedience｜張兆輝｜梁婉靜｜吳家樂｜黃紀瑩｜周汶錡｜陳彥行｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=PBEvM_eXjzM
飛虎雄風II之搶灘行動 (國語) Special Duties Unit 1996｜吳毅將｜莫家堯｜陳芷菁｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=czHEG1ZFKEU
吳鎮宇 李龍基 主演警匪電影｜失鎗48小時 (國語) Wheres my Gun?｜吳鎮宇｜樊亦敏｜曹眾｜李龍基｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=nldqLPeMgB8
港產勵志家庭電影｜狗紋龍爸爸 (國語) Call Me Scoundrel｜夏雨｜邵美琪｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=br04k_hHeBI
警隊精英部隊｜挑戰巔峯(國語) Eagles Alert｜張兆輝｜黃子揚｜關秀媚｜陶大宇｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=Q2qa5v7q1V8
皇家警察精鋭部門 動作港產電影｜飛虎雄風 (國語) Special Duties Unit｜鄭浩南｜林偉｜馬德鍾｜陳妙瑛｜鄧梓峯｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=LL4QWTMgVAA
永遠懷念《許紹雄》港產舞廳故事 舞女愛情糾葛｜霓虹姐妹花 (國語) The Mamasan｜梁珮玲｜藍潔瑛｜吳岱融｜柳影虹｜許紹雄｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=EOoLL3SLIJg
黑白兩道 警網雙雄 時裝恩仇港產電影｜華探長 (國語) A Shot With No Choice｜林嘉華｜邵仲衡｜黃小燕｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=MSetu6GJ51M
奇幻輪迴愛戀再度燃燒 今生再續前世被火奪愛｜再世情未了 (國語) Passions Across Two Lifetimes｜郭藹明｜方中信｜劉江｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=PBA1kvmA3jc
黎明 劉美君 主演 舊愛追殺驚險故事｜奪命情人 (國語) Deadly Lovers｜劉美君｜黎明｜邵仲衡｜杜麗莎｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=7WecRXhWL_Y
蔣志光 陳淑蘭 人鬼戀｜三隻鬼一個人(國語) Three Ghosts And A Man｜蔣志光｜陳淑蘭｜簡沛筠｜羅莽｜余袁穩｜國語中字｜電視電影｜8號電影院 HK Movie,https://www.youtube.com/watch?v=Xko8gi-H94w
港產武俠電影｜殺戮江湖 (國語) The Deadly Passage｜陳嘉輝｜歐陽震華｜楊羚｜麥天恩｜黎耀祥｜國語中字｜電視電影｜8號電影院 HK Movie｜江湖狂瀾,https://www.youtube.com/watch?v=r_Jc80P6X2s
鄧麗欣x方力申 17周年｜獨家試愛(國語) Marriage With A Fool｜方力申｜鄧麗欣｜吳佩慈｜王祖藍｜國語中字｜香港電影｜8號電影院 HK Movie｜美亞｜葉念琛導演,https://www.youtube.com/watch?v=6n6witWmSr4
成長故事 升學痛點 荒誕搞笑 溫情洋溢｜飛越補習班 (Kuo-Hao Crams for College)｜李小飛｜蘇明明｜姜厚任｜華方｜國語中字｜台灣電影｜8號電影院 HK Movie｜美亞電影,https://www.youtube.com/watch?v=wlPlBFiI-JU
台灣四大奇案之一｜林投姐 (The Revenge Ghost of the Tree)｜施思思｜姜大衞｜田豐｜國語中字 ENGSUB｜台灣電影｜8號電影院 HK Movie｜美亞,https://www.youtube.com/watch?v=Vi1KsVCQdIQ
張國榮 愛情電影｜星月童話 (國語) Moonlight Express｜張國榮｜常盤貴子｜楊紫瓊｜高捷｜廖啟智｜國語中字｜8號電影院 HK Movie｜美亞｜2001,https://www.youtube.com/watch?v=sxD32n1CN_Y
2025金像獎最佳男主角《劉青雲》｜高度戒備(國語) Full Alert｜劉青雲｜吳鎮宇｜高捷｜錢嘉樂｜李蕙敏｜陳法蓉｜香港電影｜8號電影院 HK Movie｜國語中字｜美亞,https://www.youtube.com/watch?v=zkmttKRqmPo
楊恭如 港產片｜超級無敵追女仔2之狗仔雄心(國語) Love Cruise｜張慧儀｜關秀媚｜麥家琪｜吳辰君｜張文慈｜張錦程｜香港電影｜8號電影院 HK Movie｜國語中字｜MULTUSUB｜美亞,https://www.youtube.com/watch?v=6f8tPT7aGoo
被誤解、被排擠 蕭紅梅 苗僑偉主演 如何用堅強打破命運枷鎖？｜白色酢漿草 (Edelweiss)｜蕭紅梅｜苗僑偉｜楊麗音｜林偉生｜台灣電影｜國語中字｜ENGSUB｜8號電影院 HK Movie｜美亞,https://www.youtube.com/watch?v=KyqdXvXMzM0
永遠懷念《許紹雄》洪金寶 金像獎終身成就獎｜沒有小鳥的天空(國語) The Pale Sky｜洪金寶｜吳耀漢｜鍾鎮濤｜羅蘭｜許紹雄｜張錦程｜香港電影｜8號電影院 HK Movie｜國語中字｜美亞,https://www.youtube.com/watch?v=r9ubA6Caijg
霸道總裁與失婚婦人的浪漫愛情故事｜一見鍾情 (國語) Sausalito｜黎明｜張曼玉｜葛民輝｜吳耀漢｜關秀媚｜8號電影院 HK Movie｜國語中字｜香港電影｜美亞,https://www.youtube.com/watch?v=wZv8QH7EKbU
周潤發電影｜伴我闖天涯(國語) Wild Search｜周潤發｜鍾楚紅｜張耀揚｜秦沛｜劉江｜國語中字｜香港電影 HK Movie｜美亞,https://www.youtube.com/watch?v=tRjLwEpW7I4
截拳道 (Jeet Kune Do)｜致敬李小龍 Bruce Lee｜梁小龍｜陳天星｜劉梓妍｜林威｜功夫武術｜亞洲電影｜國語中字｜8號電影院 HK Movie｜美亞,https://www.youtube.com/watch?v=4iO3SpynYGw
永遠懷念《許紹雄》新紮師妹系列第二集回來啦！｜新紮師妹2美麗任務(國語) Love Undercover 2｜楊千嬅 ｜吳彥祖｜森美｜許紹雄｜黃浩然｜胡楓｜8號電影院 HK Movie｜國語中字｜美亞,https://www.youtube.com/watch?v=PCkUbpY1g-U
葉德嫻 功夫電影｜補鑊英雄(國語) Welcome｜葉倩文｜葉德嫻｜粱普智｜林威｜香港電影｜8號電影院 HK Movie 會員專屬｜國語中字｜美亞,https://www.youtube.com/watch?v=mzr8Niw25fM
金像獎影帝 劉青雲｜高度戒備(國語) Full Alert｜劉青雲｜吳鎮宇｜高捷｜錢嘉樂｜李蕙敏｜陳法蓉｜香港電影｜8號電影院 HK Movie 會員專屬｜國語中字｜美亞,https://www.youtube.com/watch?v=EEcsYbzWNCE
周潤發電影｜伴我闖天涯(國語) Wild Search｜周潤發｜鍾楚紅｜張耀揚｜秦沛｜劉江｜國語中字｜香港電影 HK Movie｜8號電影院 會員專屬｜美亞,https://www.youtube.com/watch?v=-qH9-4NBeXQ
大丈夫2(國語) Men Suddenly In Black 2｜曾志偉｜陳小春｜張達明｜黃又南｜毛舜筠｜何超儀｜香港電影｜8號電影院 HK Movie 會員專屬｜國語中字｜美亞,https://www.youtube.com/watch?v=UKzrtPwo77k
大丈夫(國語) Men Suddenly In Black｜曾志偉｜陳小春｜杜汶澤｜梁家輝｜賈宗超｜香港電影｜8號電影院 HK Movie 會員專屬｜國語中字｜美亞,https://www.youtube.com/watch?v=jRBamgxtWNg
永遠懷念 許紹雄 經典電影｜新紮師妹 (國語) Love Undercover｜楊千嬅｜吳彥祖｜森美｜許紹雄｜黃浩然｜國語中字｜8號電影院 HK Movie｜美亞,https://www.youtube.com/watch?v=V_8Nm1i-8oA
